idsml,idver,zverejneni,uzavreni,subjekt,ico,utvar,cena_bezdph,cena_sdph,cena_cizi,cena_cizi_mena,predmet,navazny
685,681,2016-07-04T08:51:47+02:00,2016-06-24,"Základní škola Břeclav, Komenského 2",63434458,,,70000.0,,,malování interiéru školy,
689,685,2016-07-04T08:56:51+02:00,2016-06-28,Město Horní Slavkov,00259322,,13888887.77,15972220.94,,,"Smlouva o dílo - KODUS-č.p. 658, Horní Slavkov",
693,689,2016-07-04T09:13:35+02:00,2016-06-27,Město Horní Slavkov,00259322,,,60000.0,,,Smlouva o vypracování znaleckého posudku,
697,693,2016-07-04T09:28:52+02:00,2015-12-17,Fakturace (Ministerstvo obrany),60162694,A499,,1200000.0,,,Servisní služby a pomocné práce ve VSZ č. 840 Hradní stráž Praha v roce 2016,
701,697,2016-07-04T09:34:18+02:00,2016-07-04,Divadlo Oskara Nedbala Tábor,65942434,,60000.0,,,,Smlouva o pořádání divadelního představení,
705,701,2016-07-04T09:42:32+02:00,2016-06-14,Fakturace (Ministerstvo obrany),60162694,A499,,96000.0,,,Servisní služby a pomocné práce pro VSZ č. 840 - dílčí plnění červenec 2016,
713,709,2016-07-04T09:59:12+02:00,2016-07-01,Státní zemědělský intervenční fond,48133981,,,1802578.0,,,4200010658_SML - ZŽ RP 2016,
717,713,2016-07-04T09:59:14+02:00,2016-06-27,Státní zemědělský intervenční fond,48133981,,,7000000.0,,,4200010651_SML - Smlouva - cestovní služby,
721,717,2016-07-04T09:59:09+02:00,2016-07-04,Státní zemědělský intervenční fond,48133981,,,195149.0,,,4200010655_SML - Slavnostní večer Živitelka KLASA,
725,721,2016-07-04T09:59:18+02:00,2016-07-01,Státní zemědělský intervenční fond,48133981,,,117370.0,,,4200010657_SML - Kreativa RP 2016,
729,725,2016-07-04T10:01:52+02:00,2016-07-04,"Vincentinum - poskytovatel sociálních služeb Šternberk, příspěvková organizace",75004429,,,,,,Servisní smlouva na výpočetní techniku,
733,729,2016-07-04T10:20:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,119790.0,,,Ekonomická analýza současného stavu zemědělské prvovýroby v Kraji Vysočina,
741,737,2016-07-04T10:26:01+02:00,2016-07-01,"Domov seniorů Havířov, příspěvková organizace",75139243,,61322.0,74200.0,,,Objednávka - počítače vč. MS Office,
737,741,2016-07-04T10:32:06+02:00,2016-07-04,Masarykův onkologický ústav,00209805,,2110276.05,2553434.02,,,Kupní smlouva na dodávku zazřízení 2D HPLC UltiMate 3000 RSLCnano vč. příslušenství.,
125,745,2016-07-04T10:41:31+02:00,2016-07-01,"Mikrobiologický ústav AV ČR, v. v. i.",61388971,,,,,,Kupní smlouva - pultový hlubokomrazící  box,
753,753,2016-07-04T10:55:47+02:00,2016-04-27,Pardubický kraj,70892822,OR - oddělení sportu a cestovního ruchu,,56000.0,,,Cyklostání na Masarykově náměstí v Žamberku,
757,757,2016-07-04T11:02:36+02:00,2000-04-19,Město Chotěboř,00267538,,,,,,Stravenky,
761,761,2016-07-04T11:08:58+02:00,2000-04-19,Město Chotěboř,00267538,,,,,,Stravenky,
773,773,2016-07-04T11:20:59+02:00,2006-01-01,Město Chotěboř,00267538,,,,,,stravenky,757
777,777,2016-07-04T11:23:52+02:00,2016-06-22,Liberecký kraj,70891508,,51350.0,,,,Mediální propagace Libereckého kraje,
781,781,2016-07-04T12:07:43+02:00,2016-07-01,"Základní škola, Bílina, Lidická 31/18, okres Teplice, příspěvková organizace",65639626,,56910.0,68865.0,,,prodej školního nábytku,
785,785,2016-07-04T12:38:14+02:00,2016-06-28,"Jedličkův ústav, příspěvková organizace",70932522,,,,,,Malířské práce - prostor kuchyně,
789,789,2016-07-04T12:43:14+02:00,2016-06-27,Fakturace (Ministerstvo obrany),60162694,A499,,211387.0,,,Revize záchranných člunů Aerolite,
793,793,2016-07-04T12:50:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,10132.5,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina,
797,797,2016-07-04T12:50:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,20540.1,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina,
801,801,2016-07-04T13:03:54+02:00,2016-07-04,Město Nové Město na Moravě,00294900,,74380.17,90000.0,,,zpracování studie - návrhů na řešení lokality Tři kříže v Novém Městě na Moravě,
805,805,2016-07-04T13:09:02+02:00,2016-07-04,Město Nové Město na Moravě,00294900,,150000.0,,,,"poskytnutí finančního daru na financování vědy, vzdělávání a všestranný rozvoj univerzity a jejich studentů",
809,809,2016-07-04T13:15:35+02:00,2016-07-01,Masarykův onkologický ústav,00209805,,48523.0,,,,Dodávka léčivých přípravků,
813,813,2016-07-04T13:17:16+02:00,2016-06-29,Město Nové Město na Moravě,00294900,,,379999.47,,,"provedení stavebních prací „Nové Město na Moravě, Horácké muzeum – bourání depozitáře na půdě – změna předmětu plnění  v souladu se změnovým položkovým rozpočtem zhotovitele",
817,817,2016-07-04T13:20:28+02:00,2016-06-27,Obec Bylany,00269905,,329500.0,398695.0,,,SoD Oprava havarijního stavu sociálního zařízení Mateřské školy v Bylanech,
821,821,2016-07-04T13:26:43+02:00,2016-07-01,Masarykův onkologický ústav,00209805,,32000.0,,,,dodávka léčiv,
529,825,2016-07-04T13:28:36+02:00,2016-07-01,"Ústav molekulární genetiky AV ČR, v. v. i.",68378050,,241375.0,292063.75,,,Objednávka,
825,829,2016-07-04T13:32:32+02:00,2016-07-01,"Centrum sociálních služeb Poruba, příspěvková organizace",71216642,,9455.0,9455.0,,,"Nájemní smlouva nebytové prostory v CSS Poruba, p.o.",
829,833,2016-07-04T13:44:36+02:00,2016-07-01,Město Chotěboř,00267538,,130000.0,,,,objednávka stravenek,757
833,837,2016-07-04T13:49:01+02:00,2016-07-01,Střední škola techniky a služeb,13644254,,,,,,"Smlouva o dílo ""Odstarnění havárie střechy""",
837,841,2016-07-04T13:52:49+02:00,2016-07-04,Správa Národního parku České Švýcarsko,70565759,,76461.18,92518.0,,,Objednávka stejnokrojových součástí stř.16,
841,845,2016-07-04T13:55:34+02:00,2016-07-04,Masarykův onkologický ústav,00209805,,71660.89,,,,Dodávka léčivých přípravků,
845,849,2016-07-04T14:00:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,50622.5,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
849,853,2016-07-04T14:00:07+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,24813.6,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
853,857,2016-07-04T14:00:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,47420.1,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
857,861,2016-07-04T14:00:08+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,80644.2,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
861,865,2016-07-04T14:00:25+02:00,2016-07-01,Město Beroun,00233129,,,,,,Smlouva o poskytnutí ubytovacích kapacit včetně stravovacích služeb,
865,869,2016-07-04T14:01:51+02:00,2016-07-01,"Jedličkův ústav, příspěvková organizace",70932522,,,,,,Položení lina,
869,873,2016-07-04T14:03:36+02:00,2016-07-01,"Zdravotnická záchranná služba Ústeckého kraje, příspěvková organizace",00829013,,1446094.0,1749774.0,,,"realizace klimatizace budovy ZZS ÚK, p.o.",
873,877,2016-07-04T14:10:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,39081.0,,,Smlouva o partnerství k projketu Potravinová pomoc dětem v Kraji Vysočina.,
881,885,2016-07-04T14:30:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,218862.0,,,Smlouva partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
885,889,2016-07-04T14:30:05+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,187913.25,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
889,893,2016-07-04T14:30:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,45196.2,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
893,897,2016-07-04T14:30:06+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,29023.05,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
897,901,2016-07-04T14:35:44+02:00,2016-07-01,Masarykův onkologický ústav,00209805,,64947.0,,,,Dodávka zdravotnického materiálu,
901,905,2016-07-04T14:36:24+02:00,2016-06-06,"Základní škola Jindřicha Matiegky Mělník, příspěvková organizace",47011343,,62052.0,75083.0,,,Pylonové tabule Triptych,
905,909,2016-07-04T14:39:06+02:00,2016-07-04,"Czech Airlines Technics, a.s.",27145573,,,,,,výměna podvozku,
909,913,2016-07-04T14:40:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,218862.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
913,917,2016-07-04T14:40:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,39734.1,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
917,921,2016-07-04T14:40:06+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,44077.95,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
921,925,2016-07-04T14:40:07+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,53411.4,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
925,929,2016-07-04T14:40:05+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,393141.0,,,Smlouva o partnerství k projektu Potravinová pomoc dětem v Kraji Vysočina.,
929,933,2016-07-04T14:40:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,19616.1,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
933,937,2016-07-04T14:42:56+02:00,2016-04-14,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,4090554.0,,,"Smlouva o dílo - Úprava budovy pro potřeby MŠ (SŠelektrost.a dřevozpr. Frýdek-Místek, p. o.)",
937,941,2016-07-04T14:43:12+02:00,2012-11-20,"Česká pošta, s.p.",47114983,,,,,,PS SIPO,
941,945,2016-07-04T14:47:19+02:00,2016-07-04,"Česká pošta, s.p.",47114983,,,,,,D7 PS SIPO,
945,949,2016-07-04T14:48:57+02:00,2016-07-01,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,1418120.0,,,"Smlouva na zhotovení PD, IČ, výkon koordinátora BOZP na staveništi po dobu přípravy stavby - Dílny pro Střední školu stavební a dřevozpracující, Ostrava, p. o.",
949,953,2016-07-04T14:48:44+02:00,2016-06-01,statutární město Děčín,00261238,OPO - Odbor provozní a organizační,,400000.0,,,Veřejnoprávní smlouva o poskytnutí dotace - Labská plavení společnost s.r.o.,
953,957,2016-07-04T14:50:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,97188.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
957,961,2016-07-04T14:50:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,335648.25,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina,
961,965,2016-07-04T15:00:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,20062.35,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
965,969,2016-07-04T15:00:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,26111.4,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
969,973,2016-07-04T15:23:40+02:00,2016-07-01,Město Horní Slavkov,00259322,,,6130000.0,,,Smlouva o úvěru - systém odděleného sběru odpadů,
973,977,2016-07-04T15:26:43+02:00,2016-06-30,Pardubický kraj,70892822,"odbor majetkový, stavebního řádu a investic",,70180.0,,,Statické posouzení technického řešení úpravy prosklených ploch fasády SO 01 PŘÍSTAVBA PSYCHIATRICKÉHO ODDĚLENÍ ve Svitavách,
977,981,2016-07-04T15:28:40+02:00,2016-07-01,Město Horní Slavkov,00259322,,,16340000.0,,,Smlouva o úvěru - KODUS-č.p. 658,
981,985,2016-07-04T15:30:05+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,1296939.9,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
985,989,2016-07-04T15:30:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,75993.75,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
989,993,2016-07-04T16:00:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,100499.7,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
993,997,2016-07-04T16:10:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,141792.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
997,1001,2016-07-04T16:10:06+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,376929.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1001,1005,2016-07-04T16:10:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,97257.3,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1005,1009,2016-07-04T16:20:05+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,275604.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1009,1013,2016-07-04T16:20:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,117902.4,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1013,1017,2016-07-04T16:20:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,86679.6,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1017,1021,2016-07-04T16:20:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,118347.6,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1021,1025,2016-07-04T16:21:14+02:00,2016-07-04,"Ústav molekulární genetiky AV ČR, v. v. i.",68378050,,50900.0,,,,Objednávka,
1025,1029,2016-07-04T16:30:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,129696.0,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1029,1033,2016-07-04T16:30:08+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,50045.1,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1033,1037,2016-07-04T16:30:03+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,191909.55,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1037,1041,2016-07-04T16:30:04+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,110444.25,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1041,1045,2016-07-04T16:30:05+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,87139.5,,,Partnerská smlouva k projektu potravinová pomoc dětem v Kraji Vysočina.,
1045,1049,2016-07-04T16:30:07+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,43708.35,,,Partnerská smlouva k projektu potravinová pomoc dětem v Kraji Vysočina.,
1049,1053,2016-07-04T16:35:26+02:00,2016-07-04,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,60982.0,,,Dodatek č.  ke smlouvě o dílo - Úprava budovy propotřeby mateřské školy (Střední škola elektrostavební a dřevozpracující Frýdek-Místek),933
1053,1057,2016-07-04T16:40:02+02:00,2016-06-30,KruV - RS (Kraj Vysočina),70890749,,,190693.65,,,Partnerská smlouva k projektu Potravinová pomoc dětem v Kraji Vysočina.,
1057,1061,2016-07-05T06:01:42+02:00,2016-06-24,Hlavní město Praha,00064581,,,,,,UEFA EURO 2016 Fanzóna Žluté lázně (10. 6. - 10. 7.),
1061,1065,2016-07-05T06:17:50+02:00,2016-06-30,Hlavní město Praha,00064581,,5700000.0,6897000.0,,,Rámcová smlouva na dodávky kancelářského papíru pro potřeby příspěvkových organizací hl. m. Prahy,
1065,1069,2016-07-05T06:24:12+02:00,2016-03-10,Hlavní město Praha,00064581,,,,,,Grant ve výši 50 000 Kč na realizaci projektu 11. Free Jazz Festival,
1069,1073,2016-07-05T06:32:45+02:00,2016-03-10,Hlavní město Praha,00064581,,,200000.0,,,Grant ve výši 200.000 Kč na realizaci projektu KYTARA NAPŘÍČ ŽÁNRY - XIX. ročník,
1073,1077,2016-07-05T06:59:46+02:00,2016-07-04,Hlavní město Praha,00064581,,,,,,"Realizace akce: ""Tipsport arena Praha 7 přepojení CZT z páry na horkou vodu""",
1077,1081,2016-07-05T07:09:10+02:00,2016-03-16,Hlavní město Praha,00064581,,,50000.0,,,Grant ve výši 50 000 Kč na realizaci projektu Pražský Big Band - umělecká činnost jazzového orchestru panu Milanu Svobodovi,
1081,1085,2016-07-05T07:15:55+02:00,2016-03-10,Hlavní město Praha,00064581,,,,,,Grant ve výši 150 000 Kč na realizaci projektu Dialogy s gambou II,
1085,1089,2016-07-05T07:15:48+02:00,2016-05-13,Hlavní město Praha,00064581,,15754.0,,,,Odebrání pojištění 1 elektrokola,
1089,1105,2016-07-07T03:27:23+02:00,2015-05-05,Hlavní město Praha,00064581,INF,34111000.0,41274310.0,,,Provozní podpora informačního systému OBIS,
1097,1109,2016-07-07T05:57:48+02:00,2016-07-01,Novoměstské sociální služby,48899097,,84.0,,,,Smlouva o poskytování domácí zdravotní péče,
1101,1113,2016-07-07T07:43:24+02:00,2016-06-09,"Střední odborná škola, Liberec, Jablonecká 999, příspěvková organizace",46746862,,44900.0,,,,"úkony spojené s administrací podlimitní zakázky na stavební práce Obnova fasády-Střední odborná škola, Liberec, Jablonecká 999",
1105,1117,2016-07-07T08:01:54+02:00,2016-06-30,Liberecký kraj,70891508,,250000.0,,,,Neinvestiční účelová dotace z rozpočtu Libereckého kraje na akci Společnou cestou 2017 - 2021,
1109,1121,2016-07-07T08:20:05+02:00,2016-07-04,"Česká pošta, s.p.",47114983,,,,,,PS n SIPO,
1117,1129,2016-07-07T08:47:07+02:00,2016-07-01,Fakturace (Ministerstvo obrany),60162694,A499,,359840.09,,,"18/6/1/166/2016-6624   Žiletkový, ostnatý a vázací drát",
1121,1133,2016-07-07T08:53:19+02:00,2016-07-04,"Česká pošta, s.p.",47114983,,,,,,PS n SIPO,
1125,1137,2016-07-07T08:56:40+02:00,2016-07-04,"Česká pošta, s.p.",47114983,,,,,,00231126 - 108604,
1133,1145,2016-07-07T09:00:20+02:00,2016-06-24,Město Semily,00276111,,1462349.0,1462349.0,,,Dodatek č. 2_Smlouva nepojmenovaná_poskytnutí vyrovnávací platby za závazek veřejné služby,
1137,1149,2016-07-07T09:01:56+02:00,2016-07-01,Fakturace (Ministerstvo obrany),60162694,A499,,118580.0,,,Kurz instruktorů AFF,
1141,1153,2016-07-07T09:02:46+02:00,2015-09-11,Fakturace (Ministerstvo obrany),60162694,A499,750000.0,750000.0,,,"Opravy a servis osobních, užitkových a dodávkových vozidel - rámcová smlouva na 12 měsíců",
1145,1157,2016-07-07T09:04:26+02:00,2015-10-21,Fakturace (Ministerstvo obrany),60162694,A499,100000.0,100000.0,,,Brašnářské a čalounické práce - rámcová smlouva,
1149,1161,2016-07-07T09:05:16+02:00,2015-12-08,Fakturace (Ministerstvo obrany),60162694,A499,100000.0,100000.0,,,"Opravy a servis klimatizačních zařízení, zvlhčovačů a odvlhčovačů vzduchu",
1153,1165,2016-07-07T09:05:39+02:00,2015-12-08,Fakturace (Ministerstvo obrany),60162694,A499,100000.0,100000.0,,,Opravy a servis chladících a mrazících zařízení pro CZO L.Bohdaneč,
1157,1169,2016-07-07T09:05:57+02:00,2015-12-08,Fakturace (Ministerstvo obrany),60162694,A499,100000.0,100000.0,,,RS - oprava a servis VKZ CZO L.Bohdaneč,
1161,1173,2016-07-07T09:06:21+02:00,2016-02-15,Fakturace (Ministerstvo obrany),60162694,A499,800000.0,800000.0,,,Kalibrace měřidel - rámcová smlouva,
1165,1177,2016-07-07T09:06:42+02:00,2016-02-16,Fakturace (Ministerstvo obrany),60162694,A499,400000.0,400000.0,,,RS - oprava a servis konzervátorů akumulátorů,
