ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
00231142,Městská část Praha-Libuš,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231151,Městská část Praha 12,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231266,Městská část Praha-Ďáblice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231304,Městská část Praha 19,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231312,Městská část Praha 14,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231321,Městská část Praha 18,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231355,Městská část Praha 15,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233129,Město Beroun,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233234,Obec Hlásná Třebaň,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233803,Obec Srbsko,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00235041,Obec Tuchlovice,801,Obec nebo městská část hlavního města Prahy,1991-06-19,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00235334,Město Český Brod,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00235440,Město Kolín,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00236977,Město Kralupy nad Vltavou,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00237043,Obec Malý Újezd,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00237051,Město Mělník,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00237108,Město Neratovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00237914,Městys Chotětov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00237981,Obec Katusice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00238295,Statutární město Mladá Boleslav,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00238309,Město Mnichovo Hradiště,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00239402,Město Lysá nad Labem,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00239500,Město Nymburk,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00240079,Město Brandýs nad Labem-Stará Boleslav,801,Obec nebo městská část hlavního města Prahy,1992-06-02,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00240231,OBEC HUSINEC,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00240346,Městská část Praha-Kolovraty,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,20 - 24 zaměstnanci,84110,Všeobecné činnosti veřejné správy
00240559,Město Odolena Voda,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00240567,Obec Ondřejov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00240702,Město Říčany,801,Obec nebo městská část hlavního města Prahy,1992-06-02,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241121,MĚSTO ČERNOŠICE,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241229,Obec Horoměřice,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241393,Obec Lety,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241598,Městská část Praha 16,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241636,Město Řevnice,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241687,Městská část Praha 13,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00241849,Obec Všenory,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00243132,Město Příbram,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00243272,Město Sedlčany,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00244309,Město Rakovník,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00244341,Obec Rynholec,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00244732,Statutární město České Budějovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,500 - 999 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00245551,Město Trhové Sviny,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00245836,Město Český Krumlov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00246476,Město Dačice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00246875,Město Jindřichův Hradec,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00247618,Město Třeboň,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00247936,Obec Cetoraz,801,Obec nebo městská část hlavního města Prahy,1984-06-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248002,Obec Čejov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248037,Město Černovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,20 - 24 zaměstnanci,84110,Všeobecné činnosti veřejné správy
00248045,Město Červená Řečice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248380,Město Kamenice nad Lipou,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248436,Obec Komorovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248479,Obec Křeč,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,Neuvedeno,84110,Všeobecné činnosti veřejné správy
00248720,Městys Nová Cerekev,801,Obec nebo městská část hlavního města Prahy,1984-06-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248746,Obec Obrataň,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248789,Město Pacov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00248801,Město Pelhřimov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00249017,Obec Salačova Lhota,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00249050,Obec Senožaty,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00249483,Obec Želiv,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00249998,Město Písek,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00250627,Město Prachatice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00250805,Město Vimperk,801,Obec nebo městská část hlavního města Prahy,1983-12-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00250996,Město Blatná,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00251038,Obec Cehnice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00252921,Město Soběslav,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00253014,Město Tábor,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00253316,Město Domažlice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00253901,Město Aš,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00253979,Město Cheb,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00254061,Město Mariánské Lázně,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00254592,Město Hroznětín,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00254801,Město Nejdek,801,Obec nebo městská část hlavního města Prahy,1978-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00254843,Město Ostrov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00255114,Obec Valeč,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00255408,Obec Dlažov,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
